SSDSE-B-2026,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,G5105,G7101,G7102,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,H5609,H5610,H5614,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2016,R23000,à§ímåß,7509000,3755000,3754000,7321000,3664000,3656000,1018000,522000,496000,4667000,2418000,2249000,1821000,814000,1007000,64231,32990,31241,1.56,65227,34503,30724,111160,66016,45144,104895,61494,43401,40676,12465,17.0,33.8,1.9,114,1686.0,42723,8933359,1184,56399,99000,352000,492,5440,89448,976,23633,414657,443,13704,213816,72657,67654,221,12466,201322,65204,37715,22,50,509,11020,8511,173266,3758,285,39335,3641,178,75,47433,12662,160988,695551,1063590,43591,40658,251128,14460410,2259730,62316,20212,26045,15863,5440819,2550001,1616681,1258466,2547869,927,22.0,285,5298,3707,1302,163907,202,147581,17049,295673,77270,16625,20415,9980,13320,12864,40081,13957,31292,59868
2015,R23000,à§ímåß,7483128,3740844,3742284,7260847,3634844,3626003,1022532,524531,498001,4618657,2380978,2237679,1760763,788910,971853,65615,33609,32006,1.57,64061,33897,30164,114416,68167,46249,106094,62322,43772,41058,13102,16.6,32.9,1.5,114,1803.0,41131,9066956,1236,55782,97900,312000,502,5574,92332,980,23331,415182,443,13686,216944,73336,68528,220,12430,200277,63579,37340,22,50,520,10918,8574,172224,3677,265,38177,3505,178,77,46973,12392,172604,734892,1052489,48087,43588,220316,14602540,2214350,60356,19687,24526,15670,5333134,2498662,1568588,1239575,2549821,929,21.7,284,5259,3704,1290,161401,165,145863,16536,276953,74327,17202,23629,9209,11734,13119,33485,11869,29922,52455
2014,R23000,à§ímåß,7464000,3729000,3734000,7303000,3655000,3648000,1041000,534000,507000,4686000,2419000,2267000,1728000,772000,956000,65219,33650,31569,1.46,62426,33441,28985,109405,64931,44474,103215,60431,42784,41414,12782,16.1,32.3,0.5,107,1505.5,39352,9055568,1277,55480,96200,284500,521,5728,96825,984,23170,416989,443,13705,219348,73625,68621,220,12349,198951,63156,37126,22,51,527,10776,8791,171910,3888,266,38753,3552,179,83,47937,12721,183516,781857,1137975,51849,46551,214355,13405060,1463330,55204,19168,20366,15125,5075912,2456641,1546412,1048542,2551069,934,22.3,283,5227,3695,1233,152769,107,142840,16724,306464,78416,11341,24563,11948,14575,13546,44676,11813,34127,61460
2013,R23000,à§ímåß,7449000,3722000,3727000,7293000,3650000,3643000,1049000,538000,511000,4732000,2439000,2293000,1662000,741000,921000,66825,34137,32688,1.47,62395,33286,29109,111461,66014,45447,103570,60498,43072,42306,13078,16.4,34.5,0.0,88,1463.5,47178,10262700,1313,56017,95800,253300,521,5702,97842,983,23077,419848,443,13687,221212,74427,69366,220,12183,195504,61326,35848,22,52,531,10643,8986,172617,3916,272,38687,3562,177,87,46731,13309,199794,871598,1163470,54914,49030,219408,12379980,1116730,63974,24614,21642,17515,6216392,3179667,1805664,1212633,2572076,940,22.7,288,5161,3687,1174,146552,452,136813,15840,306559,74707,14886,23595,10033,14263,10573,45087,13858,31757,67801
2012,R23000,à§ímåß,7431000,3713000,3718000,7279000,3643000,3636000,1056000,542000,514000,4780000,2460000,2319000,1591000,709000,882000,67913,35013,32900,1.46,61354,32902,28452,110624,65421,45203,103032,60281,42751,42704,13494,15.8,33.4,0.4,96,1567.5,43452,9375455,1371,56001,101800,253100,522,5697,98891,985,22983,423742,440,13589,220898,72932,67909,220,12256,194965,62695,36542,23,51,545,10499,9189,171679,3927,253,37969,3529,176,96,46413,13282,221382,949781,1027718,56686,51297,259968,11529700,917520,57660,22756,18947,15584,5650460,2956185,1613641,1060865,2581137,945,22.9,287,5108,3682,1182,149047,1207,139906,15865,253787,69088,14579,21847,8674,10730,9837,28591,11845,27424,51171
2023,R24000,éOèdåß,1727000,844000,882000,1669000,815000,855000,198000,102000,97000,999000,512000,487000,529000,231000,298000,9524,4826,4698,1.29,23744,11898,11846,23783,14177,9606,29504,17189,12315,6039,2515,17.4,32.6,2.4,102,1346.0,7475,1339411,1292,30581,28100,62600,150,1126,10149,363,6743,86500,167,3775,46472,15711,14452,70,3311,42567,13451,7451,4,7,82,1273,1319,13609,609,51,3188,408,36,35,4425,1739,37831,170039,228239,8633,9111,36837,6288320,162090,8859,4250,3228,1307,765939,479535,130830,151004,573569,892,19.5,81,1498,789,347,39285,103,27963,4541,332663,81408,20307,22129,11891,8588,14758,75702,9329,33346,55205
2022,R24000,éOèdåß,1742000,851000,891000,1689000,824000,865000,204000,104000,99000,1008000,515000,493000,531000,232000,299000,10489,5396,5093,1.40,23341,11782,11559,25059,15206,9853,28934,16569,12365,6443,2481,16.9,32.0,1.9,106,1408.0,8275,1691289,1284,30450,28100,62200,157,1149,11004,366,6772,88413,167,3769,46987,15907,14747,70,3348,43328,14108,7716,4,7,82,1279,1378,13850,656,54,3208,420,36,35,4470,1885,37081,164689,248773,8871,9212,10979,5831110,40090,9907,4684,3275,1884,876777,539805,189264,143767,595589,921,19.7,81,1526,805,426,45725,64,38489,4863,277102,72106,15488,22809,12560,8147,15465,42452,7735,26321,54020
2021,R24000,éOèdåß,1756000,857000,898000,1705000,831000,873000,209000,107000,102000,1016000,518000,498000,531000,232000,299000,10980,5684,5296,1.43,21639,11041,10598,25040,15148,9892,28520,16466,12054,6474,2508,16.9,31.0,2.6,117,1839.5,8686,1747265,1285,30646,28200,62300,172,1186,12099,366,6779,90040,168,3775,47567,16084,15014,70,3374,44229,14607,7833,4,7,82,1274,1419,14062,657,69,3178,424,37,37,4435,1903,37769,173358,227848,9486,9842,4768,4267050,15360,10077,5213,3360,1334,922178,614835,146586,152637,611390,938,20.0,82,1530,813,426,46264,50,41891,5237,295770,73270,15439,19220,12408,10355,15462,56844,12760,26500,53512
2020,R24000,éOèdåß,1770254,864475,905779,1698876,829130,869746,211090,108019,103071,997052,506124,490928,522073,228250,293823,11141,5809,5332,1.42,20716,10502,10214,25108,15112,9996,29419,16972,12447,6855,2759,17.1,33.6,3.8,109,1787.0,8196,1723491,1284,30593,28500,63000,179,1373,12874,372,6847,91910,168,3772,47472,15615,14697,70,3472,45829,15116,7940,4,7,83,1268,1415,14064,666,63,3129,388,37,37,4207,2052,39692,182566,192869,9172,9595,14679,4484250,46820,9508,4983,2371,1587,894944,596163,165279,112591,622282,947,20.4,81,1504,816,429,45963,81,39969,5069,285114,73364,15410,19790,14676,8679,12212,52476,9353,26012,53140
2019,R24000,éOèdåß,1783000,871000,912000,1734000,845000,888000,218000,111000,106000,1034000,528000,506000,530000,231000,299000,11690,5983,5707,1.47,20811,10680,10131,25345,15485,9860,31596,18103,13493,7743,2864,16.9,32.1,2.7,109,1630.0,8901,1566920,1293,30664,28800,63400,184,1425,13909,373,6917,93515,168,3819,47916,16342,15441,70,3535,47154,15384,7859,4,7,83,1274,1467,13969,699,65,3070,336,38,41,4065,2395,40343,164285,247408,11060,11642,53945,6586240,352750,10450,5401,3719,1174,961563,648577,130095,176541,628172,947,23.1,81,1519,822,432,45885,109,39806,4831,311319,74195,18778,20635,13003,10572,14486,56808,10646,31240,60957
2018,R24000,éOèdåß,1793000,875000,918000,1749000,853000,897000,222000,113000,109000,1042000,531000,511000,527000,230000,297000,12582,6404,6178,1.54,20900,10555,10345,26419,15984,10435,30644,17491,13153,7446,2929,16.9,33.2,1.2,108,1720.0,9191,1940730,1372,31345,29100,63500,195,1497,15149,375,6984,95086,170,3876,48625,16867,15998,70,3634,48350,15738,7802,4,7,88,1274,1447,13869,649,55,2995,383,39,47,4156,2788,41949,164922,267427,12296,12828,52110,6800920,314140,10613,5419,3789,1324,991581,660549,144530,182200,629059,947,26.4,82,1529,829,427,44329,80,39319,5044,283443,75275,17001,20370,13540,11111,14263,36760,7780,30183,57159
2017,R24000,éOèdåß,1801000,877000,924000,1762000,858000,904000,226000,116000,110000,1051000,533000,518000,522000,228000,294000,12663,6490,6173,1.49,20531,10468,10063,25633,15206,10427,29696,16680,13016,7937,2784,16.1,31.8,2.2,98,1679.5,8906,1976647,1394,31260,29300,63900,215,1585,16690,379,7023,95480,171,3988,50428,17430,16595,72,3663,48919,15695,7936,4,7,86,1261,1430,13742,687,60,3060,380,39,48,4254,2853,43037,168468,259904,13000,13614,49352,6843660,306780,9894,5202,3307,1298,950862,636186,140120,170707,629772,943,27.2,86,1525,837,411,42877,100,38530,5290,293824,74010,13446,19988,12208,12380,12839,38394,17268,28966,64325
2016,R24000,éOèdåß,1809000,881000,928000,1775000,864000,910000,231000,118000,113000,1062000,538000,524000,516000,225000,291000,13376,6889,6487,1.53,20098,10268,9830,25728,15260,10468,29325,16807,12518,8253,2956,16.9,32.2,2.9,115,1785.5,9444,2083131,1457,31891,30400,62200,224,1632,18060,394,7084,96695,174,4083,51664,17513,16739,73,3696,49843,16212,8249,3,7,83,1255,1470,13615,682,67,3018,414,40,51,4300,2961,47153,186544,240994,14137,14812,46768,6937100,327580,10812,5468,4040,1237,1030797,681375,137879,207883,636393,950,27.4,87,1523,850,403,42051,101,38296,5191,296627,71125,14259,20328,11380,11966,12617,39905,10494,27705,76848
2015,R24000,éOèdåß,1815865,883516,932349,1776805,865150,911655,233525,119471,114054,1061577,534265,527312,501046,218388,282658,13950,7153,6797,1.56,20139,10294,9845,26736,15836,10900,30954,17766,13188,8507,3125,16.6,31.3,2.7,115,1979.0,9018,1841135,1541,32499,31200,62700,232,1659,18269,402,7038,97776,175,4125,52667,17852,17115,72,3708,50147,15952,8052,3,7,84,1246,1439,13657,641,58,3022,409,42,55,4241,3154,51869,205330,237974,14796,15737,42181,6580160,294230,10066,5279,3252,1499,998505,660868,162283,172225,644756,959,28.5,88,1530,849,402,41785,98,38324,5165,300668,69215,24440,21362,12231,10966,14125,41703,9379,30834,66413
2014,R24000,éOèdåß,1826000,888000,937000,1795000,874000,921000,241000,123000,118000,1089000,551000,538000,495000,215000,280000,13727,7033,6694,1.45,19525,9921,9604,26337,15491,10846,29176,16627,12549,8555,3098,16.1,30.9,1.4,100,1589.0,9240,1748578,1597,32847,31800,63700,246,1710,19224,405,7098,99358,176,4132,53040,17797,17011,72,3748,50583,15988,8234,3,7,85,1225,1446,13608,665,68,3044,382,43,58,4008,3228,54636,213926,239456,15928,16925,41885,6593790,150580,9734,5369,2902,1438,990991,677143,154855,156684,650102,975,29.7,89,1527,856,400,39194,48,37908,5315,301337,69211,25492,21632,14394,11851,13230,41829,7253,30902,65544
2013,R24000,éOèdåß,1833000,892000,941000,1803000,878000,925000,245000,125000,120000,1108000,560000,548000,480000,208000,273000,14514,7451,7063,1.49,19690,10133,9557,26747,15673,11074,29973,16905,13068,8844,3281,16.5,33.4,1.6,86,1393.5,10881,2036822,1653,33191,32300,64000,254,1690,19650,415,7167,100903,181,4169,53920,18382,17622,72,3764,50220,15798,8127,3,8,86,1232,1436,13643,636,55,3067,420,41,57,4006,2965,58239,240392,226860,17320,18311,43102,6750300,113950,10858,6691,2822,1316,1155599,849760,147360,154638,656900,982,30.1,90,1528,861,407,39029,27,37581,5189,289603,66398,9880,23825,12118,12241,12976,44711,7861,32463,67130
2012,R24000,éOèdåß,1841000,896000,945000,1811000,882000,929000,248000,127000,121000,1128000,569000,558000,465000,200000,264000,14729,7492,7237,1.47,19210,9934,9276,27750,16386,11364,29859,17239,12620,9006,3237,15.9,31.8,1.8,102,1714.0,9808,1953336,1691,32813,34200,66200,258,1779,20094,417,7152,102580,183,4175,54143,18120,17398,72,3814,50645,16424,8349,3,8,86,1220,1453,13595,692,71,2940,424,41,60,3966,3073,64012,262258,196640,17430,18418,54100,6103630,86490,9777,6102,2327,1308,1053269,777840,143347,128278,659502,976,30.7,89,1523,854,419,40066,41,38646,5334,286223,62968,14168,21494,11045,10904,12900,48747,9839,32908,61250
2023,R25000,é†âÍåß,1407000,695000,712000,1367000,673000,694000,182000,94000,89000,844000,432000,412000,380000,169000,211000,9249,4681,4568,1.38,14955,7645,7310,25545,14421,11124,26222,14846,11376,5230,1943,16.3,34.1,1.3,127,1442.0,6834,1626794,494,15243,47200,96500,121,1062,8521,219,5655,78073,103,3149,40845,13730,12975,56,2698,35868,11326,6992,3,9,61,1090,714,32099,379,9,7071,1394,22,10,1576,1086,32396,151078,152173,6651,7399,38901,4010950,258650,8865,3830,3201,1602,742276,436068,149638,148490,393014,761,15.7,51,1143,561,216,22129,169,19429,3620,305586,83265,13467,22135,12723,9582,16229,48005,15864,30228,54087
2022,R25000,é†âÍåß,1409000,695000,714000,1373000,676000,697000,186000,96000,91000,845000,431000,414000,378000,168000,210000,9766,5039,4727,1.43,15043,7728,7315,25974,14673,11301,25462,14528,10934,5642,1836,15.7,32.7,0.1,120,1426.0,7438,1592700,492,15053,46800,94000,125,1105,9407,220,5605,79371,103,3135,40932,13665,12959,56,2722,36222,11735,7227,3,9,66,1096,873,31602,420,14,7037,1391,22,10,1665,1290,32276,150652,162593,7001,7750,12344,3303410,36550,10131,4213,3559,1727,851158,489273,171376,168348,407605,789,16.1,51,1145,564,337,37079,118,34119,3216,319456,84692,22303,24893,11991,11435,16193,44258,19738,29266,54687
2021,R25000,é†âÍåß,1411000,696000,715000,1377000,678000,699000,189000,97000,92000,845000,431000,414000,376000,167000,208000,10130,5258,4872,1.46,13674,6915,6759,25534,14478,11056,25195,14518,10677,5733,1887,15.7,31.3,0.8,126,1803.5,7691,1597279,489,15013,46600,93100,127,1123,10120,220,5578,80289,103,3138,41086,13707,13084,56,2752,36673,12108,7190,3,9,62,1101,885,31242,402,11,6877,1237,22,10,1677,1212,33859,158381,147376,7803,8532,4860,2474740,9530,10131,4496,2448,2960,935356,533496,272790,118940,418030,809,17.1,51,1132,565,335,36535,184,34837,3434,296980,81058,13564,21505,14280,10019,15568,47908,11607,26266,55205
2020,R25000,é†âÍåß,1413610,697429,716181,1359501,669459,690042,191369,98372,92997,824781,418619,406162,365311,162962,202349,10437,5363,5074,1.50,13039,6661,6378,24935,14265,10670,25427,14498,10929,5878,2050,15.8,34.2,2.4,135,1862.5,7234,1412253,496,15143,46500,93600,132,1218,11436,220,5513,81054,103,3113,40601,13242,12741,56,2783,37868,12524,7185,3,9,61,1085,825,31100,361,10,7141,1292,23,10,1792,1067,34882,163236,124089,7425,8163,13938,2484390,53770,8900,4276,2460,1937,826035,509276,189075,119199,425971,822,18.0,50,1100,559,330,35753,495,34237,3704,304172,81180,12435,21491,13705,11649,12620,55097,12135,29293,54566
2019,R25000,é†âÍåß,1416000,699000,717000,1384000,682000,702000,195000,100000,95000,852000,435000,417000,368000,164000,204000,10627,5480,5147,1.47,13221,6718,6503,25679,14708,10971,26090,14733,11357,6439,2095,15.8,32.8,1.6,125,1398.5,7578,1767946,500,14942,46800,89900,138,1350,12486,223,5568,81817,106,3115,40716,13732,13235,56,2827,38792,12752,7195,3,8,62,1064,824,30692,411,3,6783,1159,26,11,2024,1033,35163,144271,168479,9555,10403,53728,4182040,396790,9060,4452,2521,2002,868489,536357,197057,129707,435270,837,17.8,50,1091,565,315,35148,459,34089,3799,303491,79385,20657,22786,11335,10478,16230,41618,13629,30122,57251
2018,R25000,é†âÍåß,1414000,698000,716000,1387000,684000,704000,197000,101000,96000,852000,434000,418000,363000,162000,201000,11350,5854,5496,1.55,13246,6732,6514,25535,14608,10927,26077,14813,11264,6455,2060,15.7,33.6,-0.4,127,1863.0,7720,1719353,502,14884,46400,89200,140,1339,13203,223,5536,82283,106,3086,40961,13978,13495,56,2852,39473,12688,6943,3,8,63,1066,902,30609,430,10,6863,1117,26,11,2247,928,35874,144237,182402,11059,12153,50915,3992700,399860,8980,4445,2323,2161,880634,539601,208165,130584,432758,834,18.7,50,1089,556,305,33719,439,32531,3943,276534,78632,10777,22432,11145,10457,13098,35490,12102,28426,53974
2017,R25000,é†âÍåß,1414000,697000,717000,1390000,685000,705000,200000,102000,97000,856000,435000,420000,357000,159000,198000,11600,6012,5588,1.54,13083,6662,6421,24911,14386,10525,25626,14626,11000,6589,2205,14.8,31.8,0.7,148,1895.0,7451,1725822,506,14492,46500,88200,147,1351,13986,226,5453,82193,107,3124,42021,14299,13890,60,2863,39681,12701,6939,3,8,62,1052,892,30219,386,1,6338,1123,26,11,2385,927,38510,152689,179958,12056,13048,46476,3900830,378470,8978,4251,2755,1961,867010,517425,197844,151024,429912,830,18.7,50,1070,556,285,31225,356,31099,3915,282876,78159,13212,23036,13054,11215,11845,39276,11348,29602,52130
2016,R25000,é†âÍåß,1414000,697000,716000,1392000,686000,706000,202000,104000,98000,860000,437000,423000,350000,156000,195000,12073,6144,5929,1.56,12507,6469,6038,24656,14164,10492,25362,14555,10807,6825,2203,15.8,32.9,1.4,124,1628.5,7755,1488042,508,14213,46500,87700,156,1410,15125,227,5388,82412,107,3117,42793,14500,14089,61,2869,39718,12884,7205,3,8,62,1048,879,29445,433,9,6303,1056,26,11,2396,921,41453,163176,169530,12630,13829,44611,3996450,457430,9200,4376,3056,1764,879124,537698,175923,165247,430993,831,19.3,50,1062,558,270,29210,339,29388,3790,299756,78255,12168,22048,12619,13329,13093,44974,13693,30638,58940
2015,R25000,é†âÍåß,1412916,696941,715975,1386795,683979,702816,203450,104588,98862,857720,434079,423641,337877,150120,187757,12622,6509,6113,1.61,12507,6353,6154,24916,14374,10542,26903,15582,11321,6855,2321,15.5,31.7,1.1,144,1784.0,7518,1533951,514,14025,46400,87000,160,1445,15934,227,5368,82872,107,3116,43119,14310,13912,59,2868,39755,12656,6955,3,8,64,1042,896,30620,391,5,6307,1069,26,11,2402,859,44730,174685,155507,13411,14599,39003,3872740,389910,8734,4118,2756,1838,838488,508580,184055,145033,438059,843,20.8,50,1046,559,272,29160,346,29020,4006,296258,73510,9608,23393,8860,13456,10867,38472,12990,29980,75121
2014,R25000,é†âÍåß,1414000,698000,717000,1395000,688000,707000,207000,107000,101000,877000,446000,430000,332000,146000,185000,12729,6566,6163,1.53,12266,6304,5962,24554,14035,10519,25443,14544,10899,6990,2241,14.9,31.0,0.1,127,1449.5,7401,1484945,521,14900,46300,86100,193,1703,18999,230,5316,83457,107,3101,43209,14411,13935,59,2872,39510,12360,6861,3,8,64,1044,909,34089,439,12,6774,1110,27,12,2421,919,46691,183427,153969,13810,14879,39541,3743520,222570,8205,4151,2565,1401,800666,513462,147651,134774,441418,851,21.0,51,1035,564,262,27939,441,28849,4638,291015,72906,14126,24382,9472,11247,11664,42631,19138,27563,57887
2013,R25000,é†âÍåß,1415000,699000,717000,1395000,689000,707000,209000,107000,102000,888000,452000,436000,319000,140000,179000,13015,6680,6335,1.53,12233,6317,5916,25699,14623,11076,25842,14931,10911,7465,2329,15.1,33.0,0.3,126,1492.0,9504,1950630,529,13934,46200,84500,193,1796,19214,231,5297,84374,107,3080,43237,14537,14138,59,2810,38838,12082,6744,3,8,66,1041,956,33818,411,11,7270,1050,27,12,2387,854,52574,214762,149456,14839,16243,41095,3466480,129740,10662,5524,2712,2394,1093962,698898,243156,149821,456649,880,19.1,51,1019,558,253,26988,415,27898,4427,271287,66645,13358,21361,9054,11182,11064,42687,14059,31306,50570
2012,R25000,é†âÍåß,1414000,698000,716000,1395000,689000,706000,210000,108000,102000,899000,457000,441000,306000,134000,172000,13236,6720,6516,1.53,12221,6131,6090,26456,14998,11458,25173,14408,10765,7389,2346,14.8,33.4,0.5,135,1737.5,8551,1762910,536,14172,52100,88000,194,1789,19674,233,5292,84910,107,3053,43221,14281,13924,58,2806,38954,12690,7137,4,8,67,1014,1029,33967,510,13,7421,1087,27,12,2345,765,59468,240056,133241,15718,16836,47778,3399940,111710,9646,4967,2608,2021,975347,624430,208918,138679,454032,876,19.0,52,1017,560,252,27052,492,27329,4408,264630,68231,12180,20340,8277,11386,10997,37461,8680,27982,59096
2023,R26000,ãûìsï{,2535000,1210000,1325000,2465000,1174000,1290000,275000,141000,134000,1507000,749000,758000,753000,321000,433000,13882,7119,6763,1.11,30735,15564,15171,51833,27611,24222,55653,29743,25910,8731,3561,17.4,35.5,1.6,104,1345.0,8144,1989781,964,50263,111900,746100,189,1987,17204,365,8399,116346,188,5138,63604,21494,20096,105,5203,65266,20757,15350,9,34,154,10430,2548,146710,1191,146,32349,4164,61,50,14774,4007,55951,302187,347997,11651,11495,84178,26464250,9950040,14611,3602,5995,4721,1095527,404335,387018,290976,699278,749,14.6,149,2488,1250,381,40430,19,37220,5200,314636,85900,23779,23414,10245,9307,15075,37798,17396,29737,61984
